JD	Magnitude	Uncertainty	HQuncertainty	Band	Observer Code	Comment Code(s)	Comp Star 1	Comp Star 2	Charts	Comments	Transfomed	Airmass	Validation Flag	Cmag	Kmag	HJD	Star Name	Observer Affiliation	Measurement Method	Grouping Method	ADS Reference	Digitizer	Credit
2455089.29486	9.229	0.003		V	AAM		113	84	4684DEN		0		V	-5.176	-7.651		R CAM		STD	0			
2455090.2972	8.9			Vis.	BXD	B	84	93	1322AWN				V				R CAM		STD				
2455090.5	9.0			Vis.	MOW		NA		NA				V				R CAM		STD				
2455091.336	8.7			Vis.	GGU		na		na	na			V				R CAM		STD				
2455092.33611	9.1			Vis.	ACO		85	93	080402				V				R CAM		STD				
2455093.28705	9.261	0.003		V	AAM		113	84	4684DEN		0		V	-5.310	-7.767		R CAM		STD	0			
2455093.3229	9.0			Vis.	SJZ		84	93	1029FGO				V				R CAM		STD				
2455094.28064	9.155	0.003		V	AAM		113	84	4684DEN		0		V	-5.246	-7.735		R CAM		STD	0			
2455094.3042	9.2			Vis.	HHU		"84,93"		1322RR		0		V				R CAM		STD				
2455094.343	9.0			Vis.	ATI		000		999999				Z				R CAM	MCSE	STD				
2455094.3436	9.0			Vis.	ATI		000		999999				V				R CAM	MCSE	STD				
2455094.5000	8.7			Vis.	WWJ		8.4	9.2	941101	147X280			V				R CAM		STD				
2455095.27	8.9			Vis.	PPS		000		999999				V				R CAM	MCSE	STD				
2455095.27730	9.305	0.004		V	AAM		113	84	4684DEN		0		V	-5.163	-7.587		R CAM		STD	0			
2455095.3160	9.1			Vis.	FMR		84	92	S B 94				V				R CAM		STD				
2455095.5	9.1			Vis.	CGF		84	93	1009olv				V				R CAM		STD				
2455096.30	9.1			Vis.	CSM		000		999999				V				R CAM	MCSE	STD				
2455096.3042	9.0			Vis.	BXD	B	84	93	1322AWN				V				R CAM		STD				
2455096.4000	9.0			Vis.	KOS		8.4	9.3	1231ffb				V				R CAM		STD				
2455097.3056	9.5			Vis.	PLP		93	99	1026CUC				V				R CAM		STD				
2455097.3493	9.2			Vis.	BVE		84	92	070920	na	0		V				R CAM		STD				
2455097.41	9.6			Vis.	EJO		000		999999				V				R CAM	MCSE	STD				
2455098.2729	9.1			Vis.	SJZ		84	93	1029FGO				V				R CAM		STD				
2455098.3333	8.9			Vis.	SGYO		84	93	090727				V				R CAM	MCSE	STD				
2455098.447	9.09	0.05		TG	MEV		ENSEMBLE		TYCHO 2	ASTROMETRY PHOTO.EXE	0		V				R CAM	AFOEV	STD				
2455099.347	9.4			Vis.	ATI		000		999999				Z				R CAM	MCSE	STD				
2455099.3475	9.4			Vis.	ATI		000		999999				V				R CAM	MCSE	STD				
2455099.427	9.11	0.05		TG	MEV		ENSEMBLE		TYCHO 2	ASTROMETRY PHOTO.EXE	0		V				R CAM	AFOEV	STD				
2455100.37	9.4			Vis.	PUJ		92	98	SB11/94				V				R CAM		STD				
2455100.4	9.3			Vis.	VED		NA		NA				V				R CAM		STD				
2455100.5	9.1			Vis.	MOW		NA		NA				V				R CAM		STD				
2455101.29	9.1			Vis.	GGU		na		na	na			V				R CAM		STD				
2455101.3819	9.7			Vis.	MZS		000		999999	926092110			V				R CAM	MCSE	STD				
2455102.8	9.3			Vis.	HAB		NA		NA				V				R CAM		STD				
2455103.2889	9.0			Vis.	BXD	BU	84	93	1322AWN				V				R CAM		STD				
2455103.38	9.1			Vis.	PPS		000		999999				V				R CAM	MCSE	STD				
2455104.26557	9.298	0.004		V	AAM		113	84	4684DEN		0		V	-5.280	-7.828		R CAM		STD	0			
2455104.28403	9.5			Vis.	ACO		93		080402				V				R CAM		STD				
2455105.429	9.18	0.05		TG	MEV		ENSEMBLE		TYCHO 2	ASTROMETRY PHOTO.EXE	0		V				R CAM	AFOEV	STD				
2455107.23238	9.174	0.004		V	AAM		113	84	4684DEN		0		V	-4.871	-7.363		R CAM		STD	0			
2455107.2847	9.3			Vis.	PLP	B	84	93	1026CUC				V				R CAM		STD				
2455109.5	9.6			Vis.	CGF		93	99	1009olv				V				R CAM		STD				
2455109.6076	9.2			Vis.	KRS		9.2	9.5	080602				V				R CAM		STD				
2455110.2701	9.0			Vis.	BXD	BZ	84	93	1322AWN				V				R CAM		STD				
2455111.30	9.3			Vis.	PPS		000		999999				V				R CAM	MCSE	STD				
2455112.2917	9.1			Vis.	SGYO		84	93	090727				V				R CAM	MCSE	STD				
2455112.5	9.4			Vis.	MOW		NA		NA				V				R CAM		STD				
2455113.284	9.4			Vis.	ATI		000		999999				Z				R CAM	MCSE	STD				
2455113.2841	9.4			Vis.	ATI		000		999999				V				R CAM	MCSE	STD				
2455113.3229	9.5			Vis.	BVE		92	98	070920	na			V				R CAM		STD				
2455114.2465	9.5			Vis.	SJZ		93	99N	1029FGO				V				R CAM		STD				
2455114.274	9.7			Vis.	ACO		93(2)V(1)99		80402	U			V				R CAM		STD				
2455115.5	9.7			Vis.	CGF		93	99	1009olv				V				R CAM		STD				
2455118.2604	8.7			Vis.	BXD	W	84	93	1322AWR				T				R CAM		STD				
2455118.3229	9.5			Vis.	PLP		93	99	1026CUC				V				R CAM		STD				
2455119.428	9.52	0.05		TG	MEV		ENSEMBLE		TYCHO 2	ASTROMETRY PHOTO.EXE	0		V				R CAM	AFOEV	STD				
2455122.3	9.7			Vis.	CMG		na		na	na			V				R CAM		STD				
2455122.7	10.0			Vis.	HAB		NA		NA				V				R CAM		STD				
2455123.235	9.9			Vis.	ACO		99		80402				V				R CAM		STD				
2455123.364	9.66	0.05		TG	MEV		ENSEMBLE		TYCHO 2	ASTROMETRY PHOTO.EXE	0		V				R CAM	AFOEV	STD				
2455124.3028	9.8			Vis.	SJZ		93	99N	1029FGO				V				R CAM		STD				
2455125.2292	9.4			Vis.	BXD	BUW	93	99	1322AWR				V				R CAM		STD				
2455129.9	9.9			Vis.	MOW		NA		NA				V				R CAM		STD				
2455130.3	9.9			Vis.	CMG		na		na	na			V				R CAM		STD				
2455130.3229	9.9			Vis.	PLP		93	99	1026CUC				V				R CAM		STD				
2455130.5	10.5			Vis.	CGF		99	107	1009olv				V				R CAM		STD				
2455131.352	10.00	0.05		TG	MEV		ENSEMBLE		TYCHO 2	ASTROMETRY PHOTO.EXE	0		V				R CAM	AFOEV	STD				
2455132.359	10.00	0.05		TG	MEV		ENSEMBLE		TYCHO 2	ASTROMETRY PHOTO.EXE	0		V				R CAM	AFOEV	STD				
2455134.18204	10.050	0.005		V	AAM		113	84	4684DEN		0		V	-5.284	-7.861		R CAM		STD	0			
2455135.4236	10.1			Vis.	BXD	BUW	99	107	1322AWR				V				R CAM		STD				
2455136.661	10.3			Vis.	ATI		000		999999				Z				R CAM	MCSE	STD				
2455136.6615	10.3			Vis.	ATI		000		999999				V				R CAM	MCSE	STD				
2455137.0	10.5			Vis.	HAB		NA		NA				V				R CAM		STD				
2455137.5	10.6			Vis.	CGF		99	107	1009olv				V				R CAM		STD				
2455140.3299	10.6			Vis.	PLP	B	99	110	1026CUC				V				R Cam		STD				
2455142.342	10.64	0.05		TG	MEV		ENSEMBLE		TYCHO 2	ASTROMETRY PHOTO.EXE	0		V				R CAM	AFOEV	STD				
2455144.5	11.3			Vis.	CGF		111	114	1009olv				V				R CAM		STD				
2455147.2674	11.3			Vis.	BXD	BVU	111	114	1322AWR				V				R CAM		STD				
2455147.5486	11.2			Vis.	DJX		111	114	1229wu				V				R CAM		STD				
2455148.3014	11.2			Vis.	BXD	BZV	111	114	1322AWR				V				R Cam		STD				
2455148.8	11.6			Vis.	HAB		NA		NA				V				R CAM		STD				
2455149.4	11.2			Vis.	CMG		na		na	na			V				R CAM		STD				
2455151.2917	11.4			Vis.	SJZ		114		1029FGO				V				R CAM		STD				
2455151.300	11.3			Vis.	FRF		111	114	1311NZJ	na			V				R CAM		STD				
2455151.300	11.3			Vis.	FEO		111	114	1311NZJ				V				R CAM	MCSE	STD				
2455151.35	11.4			Vis.	PPS		000		999999				V				R CAM	MCSE	STD				
2455151.5	11.0			Vis.	MOW		NA		NA				V				R CAM		STD				
2455152.5	11.9			Vis.	CGF		114	122	1009olv				V				R CAM		STD				
2455155.291	11.6			Vis.	ATI		000		999999				Z				R CAM	MCSE	STD				
2455155.2916	11.6			Vis.	ATI		000		999999				V				R CAM	MCSE	STD				
2455155.3	11.6			Vis.	CMG		na		na	na			V				R CAM		STD				
2455155.3229	11.8			Vis.	PLP	B	114	122	1026CUC				V				R Cam		STD				
2455155.33	11.5			Vis.	PPS		000		999999				V				R CAM	MCSE	STD				
2455156.317	11.35	0.05		TG	MEV		ENSEMBLE		TYCHO 2	ASTROMETRY PHOTO.EXE	0		V				R CAM	AFOEV	STD				
2455156.3278	11.7			Vis.	BXD	BV	114	122NE	1322AWR				V				R Cam		STD				
2455158.302	11.48	0.05		TG	MEV		ENSEMBLE		TYCHO 2	ASTROMETRY PHOTO.EXE	0		V				R CAM	AFOEV	STD				
2455160.637	11.60	0.05		TG	MEV		ENSEMBLE		TYCHO 2	ASTROMETRY PHOTO.EXE	0		V				R CAM	AFOEV	STD				
2455161.2340	11.7			Vis.	BXD	BV	114	122NE	1322AWR				V				R Cam		STD				
2455161.2917	<10.7			Vis.	SGYO		107		090727				V				R CAM	MCSE	STD				
2455161.37	11.8			Vis.	PPS		000		999999				V				R CAM	MCSE	STD				
2455162.2688	12.1			Vis.	SJZ	B	114	122NE	1029FGO				V				R CAM		STD				
2455162.900	11.6			Vis.	ATI		000		999999				Z				R CAM	MCSE	STD				
2455162.9006	11.6			Vis.	ATI		000		999999				V				R CAM	MCSE	STD				
2455163.9	12.2			Vis.	HAB		NA		NA				V				R CAM		STD				
2455167.3333	12.0			Vis.	PLP	B	114	122	1026CUC				V				R Cam		STD				
2455170.5	12.2			Vis.	MOW		NA		NA				V				R CAM		STD				
2455172.200	12.5			Vis.	CMG		na		na	na			V				R CAM		STD				
2455172.6	12.4			Vis.	CGF		122	126	1009olv				V				R CAM		STD				
2455173.2819	12.5			Vis.	SJZ		122NE	126E	1029FGO				V				R CAM		STD				
2455177.623	12.46	0.05		TG	MEV		ENSEMBLE		TYCHO 2	ASTROMETRY PHOTO.EXE	0		V				R CAM	AFOEV	STD				
2455179.200	12.6			Vis.	CMG		na		na	na			V				R CAM		STD				
2455182.4653	12.8			Vis.	WWJ	V	12.4	12.8	941101	147X280			V				R CAM		STD				
2455184.6	13.3			Vis.	CGF		132	135	1009olv				V				R CAM		STD				
2455186.256	13.0			Vis.	ATI		000		999999				Z				R CAM	MCSE	STD				
2455186.2561	13.0			Vis.	ATI		000		999999				V				R CAM	MCSE	STD				
2455187.5	12.7			Vis.	MOW		NA		NA				V				R CAM		STD				
2455191.2292	13.5			Vis.	PLP		132	135	1026CUC				V				R Cam		STD				
2455191.588	13.09	0.05		TG	MEV		ENSEMBLE		TYCHO 2	ASTROMETRY PHOTO.EXE	0		V				R CAM	AFOEV	STD				
2455194.5625	<10.4			Vis.	SGYO		104		090727				V				R CAM	MCSE	STD				
2455200.22083	13.0			Vis.	ACO		128	135	080402				V				R CAM		STD				
2455203.576	13.3			V	MEV		NA				0		V				R CAM	AFOEV	STD				
2455203.576	13.38	0.05		TG	MEV		ENSEMBLE		TYCHO 2	ASTROMETRY PHOTO.EXE	0		V				R CAM	AFOEV	STD				
2455207.33819	13.0			Vis.	ACO		128	131	080402				V				R CAM		STD				
2455208.23	13.3			Vis.	PPS	Z	000		999999				V				R CAM	MCSE	STD				
2455208.392	12.9			Vis.	ATI		000		999999				Z				R CAM	MCSE	STD				
2455208.3924	12.9			Vis.	ATI		000		999999				V				R CAM	MCSE	STD				
2455211.5	13.8			Vis.	CGF		135	142	1009olv				V				R CAM		STD				
2455215.421	13.16			V	BQC		NA				0		V				R CAM	AFOEV	STD				
2455215.557	13.1			V	MEV		NA				0		V				R CAM	AFOEV	STD				
2455215.557	13.19	0.05		TG	MEV		ENSEMBLE		TYCHO 2	ASTROMETRY PHOTO.EXE	0		V				R CAM	AFOEV	STD				
2455217.8333	<12.0			Vis.	BVT		120		1923QE				V				R CAM		STD				
2455218.592	13.0			V	MEV		NA				0		V				R CAM	AFOEV	STD				
2455218.592	13.07	0.05		TG	MEV		ENSEMBLE		TYCHO 2	ASTROMETRY PHOTO.EXE	0		V				R CAM	AFOEV	STD				
2455219.36944	13.0			Vis.	ACO		128		080402				V				R CAM	BAA-VSS	STD				
2455219.673	12.99	0.05		TG	MEV		ENSEMBLE		TYCHO 2	ASTROMETRY PHOTO.EXE	0		V				R CAM	AFOEV	STD				
2455219.673	12.9			V	MEV		NA				0		V				R CAM	AFOEV	STD				
2455226.3611	<11.0			Vis.	WWJ	B	11.0		1933AFW	41X203			V				R CAM	BAA-VSS	STD				
2455229.3194	12.5			Vis.	PLP		122	126	1026CUC				V				R Cam		STD				
2455231.30139	12.3			Vis.	SJZ		122NE	126E	1634ANI				V				R CAM		STD				
2455231.582	12.03	0.05		TG	MEV		ENSEMBLE		TYCHO 2	ASTROMETRY PHOTO.EXE	0		V				R CAM	AFOEV	STD				
2455231.6	12.2			Vis.	MOW		NA		NA				V				R CAM		STD				
2455232.6	12.0			Vis.	CGF		114	122	1009olv				V				R CAM		STD				
2455237.3646	11.4			Vis.	WWJ		11.1	11.4	1933AFW	147X280			V				R CAM	BAA-VSS	STD				
2455239.0	11.8			Vis.	HAB		NA		NA				V				R CAM		STD				
2455239.6	11.4			Vis.	CGF		111	114	1009olv				V				R CAM		STD				
2455240.5	11.5			Vis.	MOW		NA		NA				V				R CAM		STD				
2455240.573	11.20	0.05		TG	MEV		ENSEMBLE		TYCHO 2	ASTROMETRY PHOTO.EXE	0		V				R CAM	AFOEV	STD				
2455242.494	11.07	0.05		TG	MEV		ENSEMBLE		TYCHO 2	ASTROMETRY PHOTO.EXE	0		V				R CAM	AFOEV	STD				
2455243.61667	11.1			Vis.	BVT		107	114	1923qe				V				R CAM		STD				
2455244.27917	11.0			Vis.	SJZ		110	111	1634ANI				V				R CAM		STD				
2455244.41806	11.2			Vis.	OCR		11.1	11.4	1285duv				V				R CAM	VVS	STD				
2455247.3	10.6			Vis.	VED		NA		NA				V				R CAM		STD				
2455248.511	10.63	0.05		TG	MEV		ENSEMBLE		TYCHO 2	ASTROMETRY PHOTO.EXE	0		V				R CAM	AFOEV	STD				
2455249.41111	10.6			Vis.	SJZ		106	107	1634ANI				V				R CAM		STD				
2455249.6	10.9			Vis.	CGF		99	110	1009olv				V				R CAM		STD				
2455252.3229	10.6			Vis.	PLP		104	110	1026CUC				V				R Cam		STD				
2455253.31944	10.4			Vis.	SJZ	B	104		1634ANI				V				R CAM		STD				
2455253.9	10.4			Vis.	HAB		NA		NA				V				R CAM		STD				
2455254.5	10.35	0.05		TG	MEV		ENSEMBLE		TYCHO 2	ASTROMETRY PHOTO.EXE	0		V				R CAM	AFOEV	STD				
2455256.5	10.1			Vis.	VED		NA		NA				V				R CAM		STD				
2455256.545	10.22	0.05		TG	MEV		ENSEMBLE		TYCHO 2	ASTROMETRY PHOTO.EXE	0		V				R CAM	AFOEV	STD				
2455257.372106	10.13	0.00		V	CUU		000-BBV-261		1368BJP		0		V	8.367			R CAM		STD				
2455257.4903	10.1			Vis.	BVE		98	105	070920	na			V				R CAM		STD				
2455257.651	10.22	0.05		TG	MEV		ENSEMBLE		TYCHO 2	ASTROMETRY PHOTO.EXE	0		V				R CAM	AFOEV	STD				
2455258.6	10.4			Vis.	MOW		NA		NA				V				R CAM		STD				
2455259.30694	10.2			Vis.	SJZ		99N	104	1634ANI				V				R CAM		STD				
2455259.979	9.042	0.001		B	PEX		ENSEMBLE	111	X26658KZ	BSM NM IMAGE	0	1.590	Z		12.024		R CAM	AAVSO	STD	0			
2455259.979	8.227	0.002		V	PEX		ENSEMBLE	111	X26658KZ	BSM NM IMAGE	0	1.590	Z		11.21		R CAM	AAVSO	STD	0			
2455260.4076	9.7			Vis.	WWJ		9.3	9.9	1933AFW	147X280			V				R CAM	BAA-VSS	STD				
2455260.63125	9.9			Vis.	BVT		93	99	1923qe				V				R CAM		STD				
2455261.29514	10.2			Vis.	ACO		99	107	080402				V				R CAM	BAA-VSS	STD				
2455261.3160	10.3			Vis.	PLP		99	107	1026CUC				V				R Cam		STD				
2455261.678	10.01	0.05		TG	MEV		ENSEMBLE		TYCHO 2	ASTROMETRY PHOTO.EXE	0		V				R CAM	AFOEV	STD				
2455262.4	9.9			Vis.	CMG		na		na	na			V				R CAM		STD				
2455262.464	9.91			V	BQC						0		V				R CAM	AFOEV	STD				
2455262.5	10.1			Vis.	CGF		99	107	1009olv				V				R CAM		STD				
2455264.4431	10.0			Vis.	BVE		98	106	070920	na			V				R CAM		STD				
2455264.6	10.0			Vis.	HAB		NA		NA				V				R CAM		STD				
2455264.62083	10.2			Vis.	SJZ		99N	104	1634ANI				V				R CAM		STD				
2455267.972	11.616	0.025		B	PEX		ENSEMBLE	111	X26658KZ	BSM NM IMAGE	0	1.596	Z		11.713		R CAM	AAVSO	STD	0			
2455267.973	9.582	0.009		V	PEX		ENSEMBLE	111	X26658KZ	BSM NM IMAGE	0	1.596	Z		11.042		R CAM	AAVSO	STD	0			
2455268.395	9.75	0.05		TG	MEV		ENSEMBLE		TYCHO 2	ASTROMETRY PHOTO.EXE	0		V				R CAM	AFOEV	STD				
2455268.67083	9.9			Vis.	BVT		93	99	1923qe				V				R CAM		STD				
2455269.3229	9.8			Vis.	PLP		93	99	1026CUC				V				R Cam		STD				
2455269.33681	10.2			Vis.	ACO	Z	107		080402				V				R CAM	BAA-VSS	STD				
2455269.4375	9.6			Vis.	WWJ		9.3	9.9	1933AFW	147X280			V				R CAM	BAA-VSS	STD				
2455269.477	9.67	0.05		TG	MEV		ENSEMBLE		TYCHO 2	ASTROMETRY PHOTO.EXE	0		V				R CAM	AFOEV	STD				
2455269.774	11.503	0.024		B	PEX		ENSEMBLE	111	X26658KZ	BSM NM IMAGE	0	1.666	Z		11.741		R CAM	AAVSO	STD	0			
2455269.775	9.572	0.009		V	PEX		ENSEMBLE	111	X26658KZ	BSM NM IMAGE	0	1.666	Z		11.001		R CAM	AAVSO	STD	0			
2455269.8	11.559	0.025		B	PEX		ENSEMBLE	111	X26658KZ	BSM NM IMAGE	0	1.615	Z		11.788		R CAM	AAVSO	STD	0			
2455269.8	9.614	0.009		V	PEX		ENSEMBLE	111	X26658KZ	BSM NM IMAGE	0	1.616	Z		11.074		R CAM	AAVSO	STD	0			
2455270.35	9.5			Vis.	PPS		000		999999				V				R CAM	MCSE	STD				
2455271.412269	9.54	0.00		V	CUU		000-BBV-261		1368BJP		0		V	8.36			R CAM		STD				
2455271.5	9.8			Vis.	MOW		NA		NA				V				R CAM		STD				
2455271.522	9.58	0.05		TG	MEV		ENSEMBLE		TYCHO 2	ASTROMETRY PHOTO.EXE	0		V				R CAM	AFOEV	STD				
2455271.962	11.398	0.022		B	PEX		ENSEMBLE	111	X26658KZ	BSM NM IMAGE	0	1.596	Z		11.743		R CAM	AAVSO	STD	0			
2455271.962	9.506	0.008		V	PEX		ENSEMBLE	111	X26658KZ	BSM NM IMAGE	0	1.596	Z		11.069		R CAM	AAVSO	STD	0			
2455272.61	9.57	0.05		TG	MEV		ENSEMBLE		TYCHO 2	ASTROMETRY PHOTO.EXE	0		V				R CAM	AFOEV	STD				
2455272.78057	9.500	0.010		V	HQA		ENSEMBLE				1	1.000	V				R CAM		STD	1			
2455272.78057	11.453	0.027		B	HQA		ENSEMBLE				1	1.000	V				R CAM		STD	1			
2455272.781	11.349	0.021		B	PEX		ENSEMBLE	111	X26658KZ	BSM NM IMAGE	0	1.649	Z		11.646		R CAM	AAVSO	STD	0			
2455272.782	9.473	0.008		V	PEX		ENSEMBLE	111	X26658KZ	BSM NM IMAGE	0	1.648	Z		11.063		R CAM	AAVSO	STD	0			
2455273.696	9.52	0.05		TG	MEV		ENSEMBLE		TYCHO 2	ASTROMETRY PHOTO.EXE	0		V				R CAM	AFOEV	STD				
2455273.76870	9.454	0.007		V	HQA		ENSEMBLE				1	1.000	V				R CAM		STD	2			
2455273.76870	11.367	0.025		B	HQA		ENSEMBLE				1	1.000	V				R CAM		STD	2			
2455273.769	11.283	0.021		B	PEX		ENSEMBLE	111	X26658KZ	BSM NM IMAGE	0	1.659	Z		11.701		R CAM	AAVSO	STD	0			
2455273.77	9.386	0.008		V	PEX		ENSEMBLE	111	X26658KZ	BSM NM IMAGE	0	1.659	Z		11.005		R CAM	AAVSO	STD	0			
2455274.33125	9.8			Vis.	SJZ		93	99N	1634ANI				V				R CAM		STD				
2455274.987	11.221	0.02		B	PEX		ENSEMBLE	111	X26658KZ	BSM NM IMAGE	0	1.618	Z		11.707		R CAM	AAVSO	STD	0			
2455274.988	9.298	0.008		V	PEX		ENSEMBLE	111	X26658KZ	BSM NM IMAGE	0	1.619	Z		10.988		R CAM	AAVSO	STD	0			
2455275.5	9.5			Vis.	CGF		93	99	1009olv				V				R CAM		STD				
2455276.775	11.165	0.019		B	PEX		ENSEMBLE	111	X26658KZ	BSM NM IMAGE	0	1.644	Z		11.745		R CAM	AAVSO	STD	0			
2455276.775	9.302	0.007		V	PEX		ENSEMBLE	111	X26658KZ	BSM NM IMAGE	0	1.644	Z		11.117		R CAM	AAVSO	STD	0			
2455277.4	9.3			Vis.	CMG		na		na	na			V				R CAM		STD				
2455278.40972	9.7			Vis.	SJZ		93	99N	1634ANI				V				R CAM		STD				
2455278.453148	9.25	0.00		V	CUU		000-BBV-261		1368JP		0	1.357	V	8.867			R CAM		STD				
2455278.5	8.9			Vis.	VED		NA		NA				V				R CAM		STD				
2455278.9	9.5			Vis.	HAB		NA		NA				V				R CAM		STD				
2455280.96665	9.157	0.006		V	HQA		ENSEMBLE				1	1.000	V				R CAM		STD	3			
2455280.96665	11.001	0.022		B	HQA		ENSEMBLE				1	1.000	V				R CAM		STD	3			
2455280.967	10.937	0.017		B	PEX		ENSEMBLE	111	X26658KZ	BSM NM IMAGE	0	1.616	Z		11.662		R CAM	AAVSO	STD	0			
2455280.968	9.129	0.007		V	PEX		ENSEMBLE	111	X26658KZ	BSM NM IMAGE	0	1.616	Z		11.047		R CAM	AAVSO	STD	0			
2455282.469699	9.08	0.00		V	CUU		000-BBV-261		1368BJP		0		V	8.367			R CAM		STD				
2455282.6	9.2			Vis.	MOW		NA		NA				V				R CAM		STD				
2455283.79284	9.031	0.012		V	HQA		ENSEMBLE				1	1.000	V				R CAM		STD	4			
2455283.79284	10.870	0.026		B	HQA		ENSEMBLE				1	1.000	V				R CAM		STD	4			
2455283.793	10.799	0.016		B	PEX		ENSEMBLE	111	X26658KZ	BSM NM IMAGE	0	1.611	Z		11.733		R CAM	AAVSO	STD	0			
2455283.794	9.001	0.006		V	PEX		ENSEMBLE	111	X26658KZ	BSM NM IMAGE	0	1.611	Z		11.061		R CAM	AAVSO	STD	0			
2455284.82708	8.983	0.010		V	HQA		ENSEMBLE				1	1.000	V				R CAM		STD	5			
2455284.82708	10.839	0.026		B	HQA		ENSEMBLE				1	1.000	V				R CAM		STD	5			
2455284.828	10.792	0.018		B	PEX		ENSEMBLE	111	X26658KZ	BSM NM IMAGE	0	1.591	Z		11.658		R CAM	AAVSO	STD	0			
2455284.828	8.95	0.007		V	PEX		ENSEMBLE	111	X26658KZ	BSM NM IMAGE	0	1.590	Z		11.046		R CAM	AAVSO	STD	0			
2455285.78731	8.961	0.008		V	HQA		ENSEMBLE				1	1.000	V				R CAM		STD	6			
2455285.78731	10.877	0.022		B	HQA		ENSEMBLE				1	1.000	V				R CAM		STD	6			
2455285.788	10.774	0.016		B	PEX		ENSEMBLE	111	X26658KZ	BSM NM IMAGE	0	1.611	Z		11.693		R CAM	AAVSO	STD	0			
2455285.788	8.888	0.006		V	PEX		ENSEMBLE	111	X26658KZ	BSM NM IMAGE	0	1.611	Z		11.019		R CAM	AAVSO	STD	0			
2455286.4	8.9			Vis.	VED		NA		NA				V				R CAM		STD				
2455287.32	9.3			Vis.	PPS		000		999999				V				R CAM	MCSE	STD				
2455287.3368	9.1			Vis.	PLP		84	93	1026CUC				V				R Cam		STD				
2455287.33681	9.4			Vis.	SJZ		93	99N	1634ANI				V				R CAM		STD				
2455288.2917	9.1			Vis.	SGYO		84	93	090727				V				R CAM	MCSE	STD				
2455288.30208	9.5			Vis.	ACO		93		080402				V				R CAM	BAA-VSS	STD				
2455288.4153	9.1			Vis.	BVE		84	92	070920	na			V				R CAM		STD				
2455288.625	9.0			V	MEV		NA				0		V				R CAM	AFOEV	STD				
2455288.625	9.01	0.05		TG	MEV		ENSEMBLE		TYCHO 2	ASTROMETRY PHOTO.EXE	0		V				R CAM	AFOEV	STD				
2455290.35	8.7			Vis.	PPS		000		999999				V				R CAM	MCSE	STD				
2455290.3993	9.0			Vis.	WWJ		8.4	9.3	1933AFW	147X280			V				R CAM	BAA-VSS	STD				
2455290.7	8.8			Vis.	HAB		NA		NA				V				R CAM		STD				
2455290.85	10.617	0.013		B	PEX		ENSEMBLE	111	X26658KZ	BSM NM IMAGE	0	1.582	Z		11.705		R CAM	AAVSO	STD	0			
2455290.851	8.723	0.005		V	PEX		ENSEMBLE	111	X26658KZ	BSM NM IMAGE	0	1.582	Z		11.066		R CAM	AAVSO	STD	0			
2455291.391586	8.724	0.001		V	CUU		000-BBV-261		1368BJP		0	1.373	V	10.981			R CAM		STD				
2455291.852	10.542	0.012		B	PEX		ENSEMBLE	111	X26658KZ	BSM NM IMAGE	0	1.578	Z		11.695		R CAM	AAVSO	STD	0			
2455291.853	8.706	0.005		V	PEX		ENSEMBLE	111	X26658KZ	BSM NM IMAGE	0	1.578	Z		11.09		R CAM	AAVSO	STD	0			
2455292.483	8.9			V	MEV		NA				0		V				R CAM	AFOEV	STD				
2455292.483	8.98	0.05		TG	MEV		ENSEMBLE		TYCHO 2	ASTROMETRY PHOTO.EXE	0		V				R CAM	AFOEV	STD				
2455292.6	9.1			Vis.	MOW		NA		NA				V				R CAM		STD				
2455293.33889	9.1			Vis.	SJZ		84	93	1634ANI				V				R CAM		STD				
2455293.9	10.473	0.012		B	PEX		ENSEMBLE	111	X26658KZ	BSM NM IMAGE	0	1.596	Z		11.684		R CAM	AAVSO	STD	0			
2455293.9	8.616	0.005		V	PEX		ENSEMBLE	111	X26658KZ	BSM NM IMAGE	0	1.596	Z		10.989		R CAM	AAVSO	STD	0			
2455294.30833	9.5			Vis.	ACO		93	99	080402				V				R CAM	BAA-VSS	STD				
2455294.38	8.5			Vis.	PPS		000		999999				V				R CAM	MCSE	STD				
2455294.89583	8.634	0.009		V	HQA		ENSEMBLE				1	1.000	V				R CAM		STD	7			
2455294.89583	10.528	0.017		B	HQA		ENSEMBLE				1	1.000	V				R CAM		STD	7			
2455294.896	10.431	0.011		B	PEX		ENSEMBLE	111	X26658KZ	BSM NM IMAGE	0	1.595	Z		11.718		R CAM	AAVSO	STD	0			
2455294.897	8.583	0.005		V	PEX		ENSEMBLE	111	X26658KZ	BSM NM IMAGE	0	1.595	Z		11.032		R CAM	AAVSO	STD	0			
2455295.3	9.1			Vis.	EJO		000		999999				V				R CAM	MCSE	STD				
2455295.39456	8.59	0.00		V	CUU		000-BBV-261		1368BJP		0		V	10.87			R CAM		STD				
2455295.41	8.3			Vis.	PPS		000		999999				V				R CAM	MCSE	STD				
2455295.4246	8.2			Vis.	ATI		000		999999				V				R CAM	MCSE	STD				
2455295.64028	9.4			Vis.	OCR		9.3	9.9	1285duv				V				R CAM	VVS	STD				
2455296.3021	8.7			Vis.	PLP		84	93	1026CUC				V				R Cam		STD				
2455296.36	8.4			Vis.	SJEA		NA		NA				V				R CAM		STD				
2455296.4	8.8			Vis.	VED		NA		NA				V				R CAM		STD				
